0.0,0.0001,0.0014,0.0259,0.0428,0.2566,3.2152
0.0,0.0001,0.0013,0.0191,0.0432,0.2576,3.2627
0.0003,0.0001,0.0016,0.0227,0.0443,0.2495,3.3451
0.0,0.0001,0.0015,0.0207,0.0434,0.2564,3.2597
0.0,0.0001,0.0014,0.026,0.0555,0.2894,3.5977
0.0,0.0001,0.0014,0.0219,0.0494,0.2883,3.4647
0.0,0.0001,0.0016,0.02,0.045,0.2653,3.1529
0.0,0.0001,0.0013,0.0336,0.0432,0.2567,3.1886
0.0,0.0001,0.0013,0.0194,0.0512,0.2381,3.1499
0.0,0.0001,0.0013,0.024,0.0505,0.2501,3.1272
0.0,0.0001,0.0017,0.0233,0.0442,0.2559,3.2041
0.0,0.0001,0.0019,0.0228,0.0488,0.2893,3.463
0.0,0.0001,0.0015,0.0205,0.051,0.2633,3.5558
0.0,0.0001,0.0031,0.0225,0.047,0.2795,3.4377
0.0,0.0001,0.0015,0.023,0.0447,0.2672,3.2521
0.0,0.0001,0.0014,0.0192,0.051,0.2675,3.4773
0.0,0.0001,0.0016,0.0225,0.0464,0.272,3.3842
0.0,0.0001,0.0014,0.0293,0.0489,0.2925,3.4105
0.0,0.0001,0.0019,0.0228,0.0464,0.2715,3.3635
0.0,0.0001,0.002,0.0317,0.0528,0.2714,1.1728
0.0,0.0001,0.0019,0.0231,0.0416,0.2662,3.4562
0.0,0.0001,0.0016,0.0281,0.0457,0.2881,3.5349
0.0,0.0001,0.0015,0.0277,0.0484,0.2902,3.5936
0.0,0.0001,0.0023,0.0242,0.0491,0.288,3.4759
0.0,0.0001,0.0024,0.024,0.05,0.2702,3.6188
0.0,0.0001,0.0015,0.0271,0.0536,0.2692,3.3674
0.0,0.0001,0.0015,0.022,0.046,0.2804,3.5214
0.0,0.0001,0.002,0.0221,0.0484,0.2965,3.5182
0.0,0.0001,0.0018,0.0213,0.0471,0.2799,3.3758
0.0,0.0001,0.0013,0.0235,0.0461,0.276,3.3813
0.0,0.0001,0.0014,0.02,0.048,0.2813,3.5109
0.0,0.0001,0.0018,0.0215,0.0433,0.2569,1.6733
0.0,0.0001,0.0014,0.0353,0.0433,0.2831,3.3895
0.0,0.0001,0.0016,0.0222,0.0532,0.2803,3.3747
0.0,0.0001,0.0018,0.0197,0.0508,0.2727,1.3711
0.0,0.0001,0.0014,0.0218,0.0431,0.2601,3.1859
0.0,0.0001,0.0014,0.0241,0.0522,0.2725,3.5515
0.0,0.0002,0.0019,0.0209,0.0506,0.2729,3.4728
0.0,0.0001,0.0015,0.0239,0.0435,0.2697,3.3568
0.0,0.0001,0.0014,0.0202,0.0461,0.2753,3.3917
0.0,0.0001,0.0014,0.0232,0.0487,0.2756,3.2845
0.0,0.0001,0.0014,0.0209,0.0481,0.2824,3.5096
0.0,0.0001,0.0014,0.0231,0.0481,0.2941,1.2881
0.0,0.0001,0.0014,0.0204,0.0494,0.2783,3.5759
0.0,0.0001,0.002,0.0224,0.0562,0.2992,3.5443
0.0,0.0001,0.0015,0.0221,0.0492,0.2884,3.3842
0.0,0.0002,0.0017,0.02,0.0515,0.292,3.4823
0.0,0.0001,0.0015,0.0206,0.0464,0.273,1.2472
0.0,0.0001,0.0015,0.0283,0.0473,0.2662,3.4088
0.0,0.0001,0.0018,0.0205,0.0475,0.2798,3.5437
0.0,0.0001,0.002,0.0222,0.046,0.2729,3.4346
0.0,0.0001,0.0018,0.0213,0.0476,0.2466,3.4947
0.0,0.0001,0.0014,0.0199,0.052,0.2647,3.5227
0.0,0.0001,0.0021,0.026,0.0496,0.2814,3.4508
0.0,0.0001,0.0015,0.0224,0.0451,0.2968,3.4615
0.0,0.0001,0.0015,0.0205,0.0455,0.2822,1.139
0.0,0.0001,0.0014,0.0235,0.0454,0.2833,3.3713
0.0,0.0001,0.0018,0.0219,0.0472,0.2884,3.4401
0.0,0.0001,0.0022,0.0233,0.0494,0.2705,3.2594
0.0,0.0001,0.0013,0.0231,0.0406,0.2653,3.3586
0.0,0.0001,0.0015,0.0202,0.0457,0.2785,3.4201
0.0,0.0001,0.0014,0.0207,0.0524,0.2783,3.3682
0.0,0.0001,0.002,0.0184,0.049,0.2587,3.4462
0.0,0.0001,0.0014,0.02,0.0506,0.274,3.4283
0.0,0.0001,0.0015,0.0235,0.0515,0.2773,3.4079
0.0,0.0001,0.0015,0.0212,0.047,0.2765,3.5004
0.0,0.0001,0.0014,0.0202,0.0433,0.2782,0.9361
0.0,0.0001,0.0014,0.0199,0.0488,0.2697,3.5091
0.0,0.0001,0.0015,0.0249,0.0502,0.276,3.4719
0.0,0.0001,0.0015,0.0218,0.0471,0.2757,3.3885
0.0,0.0001,0.002,0.0234,0.0481,0.2778,3.5511
0.0,0.0001,0.0046,0.0201,0.0484,0.2854,3.4686
0.0,0.0001,0.0013,0.0187,0.0463,0.2744,3.4084
0.0,0.0001,0.0019,0.0235,0.0519,0.2914,3.5195
0.0,0.0001,0.0015,0.0208,0.0532,0.2854,1.0318
0.0,0.0001,0.0015,0.0211,0.0457,0.2772,3.4753
0.0,0.0001,0.0014,0.0228,0.0502,0.2798,3.48
0.0,0.0002,0.0016,0.0213,0.0492,0.2713,3.4008
0.0,0.0001,0.0014,0.0203,0.0518,0.2894,3.526
0.0,0.0001,0.0015,0.0213,0.0482,0.2763,3.2921
0.0,0.0001,0.0015,0.0243,0.0443,0.2708,3.5682
0.0,0.0001,0.0014,0.0203,0.0467,0.2736,3.5173
0.0,0.0001,0.0014,0.0241,0.0461,0.2673,1.1875
0.0,0.0001,0.0016,0.0232,0.0504,0.284,3.5297
0.0,0.0001,0.0015,0.0243,0.0491,0.2884,3.4716
0.0,0.0001,0.0014,0.0241,0.0448,0.2701,3.4902
0.0,0.0001,0.0015,0.0203,0.0495,0.2756,3.4717
0.0,0.0001,0.0015,0.0224,0.0501,0.2797,3.4236
0.0,0.0001,0.0017,0.025,0.0475,0.2863,3.4977
0.0,0.0001,0.0015,0.0242,0.0464,0.2879,3.4598
0.0,0.0001,0.0015,0.0237,0.0512,0.2906,1.2659
0.0,0.0003,0.0022,0.022,0.0506,0.2896,3.4609
0.0,0.0001,0.0014,0.0202,0.0428,0.2554,3.5395
0.0,0.0001,0.0016,0.0244,0.0512,0.3214,3.7509
0.0,0.0001,0.0031,0.0202,0.0424,0.2479,3.517
0.0,0.0001,0.0015,0.0212,0.0479,0.3013,1.3423
0.0,0.0001,0.0021,0.0222,0.0494,0.2933,3.4039
0.0,0.0001,0.0017,0.0252,0.0514,0.2841,3.638
0.0,0.0001,0.0017,0.0223,0.0601,0.2908,3.4842
0.0,0.0001,0.0022,0.0229,0.0512,0.294,3.6333
